N,Город,Зарплата_в_месяц,Изменение_зарплаты_за_12_месяцев,Должность,exp,current_job_exp,Язык_программирования,Специализация,Возраст,Пол,Образование,Университет,Еще_студент,Уровень_английского,Размер_компании,Тип_компании,Предметная_область
2119,Kyiv,3500,500,Senior Software Engineer,8.0,0.25,Java,,44,male,Высшее,Other вуз,False,средний,свыше 1000 человек,Аутсорсинговая,"Automotive, Mobile"
2121,Kyiv,3500,500,Senior Software Engineer,6.0,1.0,PHP,,23,male,Среднее,,False,средний,до 200 человек,Продуктовая,Edtech
2123,Kyiv,3500,500,Team/Technical Lead,4.0,2.0,TypeScript,,27,male,Высшее,Other вуз,False,средний,до 50 человек,Продуктовая,Logistics
2124,Kyiv,3500,1000,Software Engineer,4.0,4.0,Swift,,25,male,Высшее,КНУ им. Шевченко,False,выше среднего,до 1000 человек,Аутстаффинговая,"Hardware, Media, Mobile"
2126,Kyiv,3500,360,Senior Software Engineer,5.0,0.25,Java,,36,male,Незаконченное высшее,НТУУ «КПИ»,False,выше среднего,до 50 человек,Аутсорсинговая,Fintech
2127,Kyiv,3500,-2000,Senior Software Engineer,5.0,2.0,Elixir,,27,male,Высшее,ЛНУ им. Франко,False,средний,до 50 человек,Продуктовая,ERP
2129,Kyiv,3500,800,Senior Software Engineer,10.0,0.25,Swift,,31,female,Высшее,НАУ,False,выше среднего,до 1000 человек,Продуктовая,"Insurance, Security"
2131,Kyiv,3500,300,ERP / CRM,4.0,3.0,,,25,male,Незаконченное высшее,НТУУ «КПИ»,False,средний,до 1000 человек,Аутсорсинговая,"Fintech, Medtech"
2133,Kyiv,3500,500,Senior QA engineer,6.0,2.0,,General QA,29,male,Высшее,ЖГТУ,False,средний,до 200 человек,Стартап,E-commerce
2134,Kyiv,3500,3500,Team/Technical Lead,10.0,0.25,Java,,36,male,Высшее,НТУУ «КПИ»,False,выше среднего,до 10 человек,Стартап,E-commerce
2135,Kyiv,3500,0,DevOps,5.0,2.0,,,33,male,Высшее,НТУУ «КПИ»,False,средний,свыше 1000 человек,Аутсорсинговая,Інша
2137,Kyiv,3500,600,Team/Technical Lead,10.0,0.25,Swift,,34,male,Высшее,НТУУ «КПИ»,False,выше среднего,до 200 человек,Аутсорсинговая,"E-commerce, Fintech, Mobile"
2141,Kyiv,3500,200,Senior Software Engineer,10.0,3.0,ABAP,,43,male,Два высших,ХНУРЭ,False,средний,свыше 1000 человек,Аутсорсинговая,ERP
2142,Kyiv,3500,700,Product Manager,5.0,0.0,,,36,male,Высшее,КНЭУ,False,элементарный,до 200 человек,Продуктовая,Fintech
2144,Kyiv,3500,0,Senior Software Engineer,10.0,0.5,Python,,50,male,Высшее,Other вуз,False,средний,до 200 человек,Аутстаффинговая,"Cloud Computing, Insurance, Security"
2145,Kyiv,3500,0,Team/Technical Lead,8.0,4.0,Python,,29,male,Высшее,КНУ им. Шевченко,False,выше среднего,до 200 человек,Аутсорсинговая,"Big Data, E-commerce"
2147,Dnipro,3500,1000,Senior Software Engineer,10.0,10.0,Java,,37,male,Высшее,НГУ [Dniproопетровск],False,средний,свыше 1000 человек,Аутсорсинговая,"Data Science, Insurance, Machine Learning"
2148,Kyiv,3500,300,Software Engineer,7.0,5.0,Python,,39,male,Высшее,НТУУ «КПИ»,False,продвинутый,до 1000 человек,Аутсорсинговая,"Data Science, E-commerce"
2149,Kyiv,3500,1000,Senior QA engineer,4.0,0.5,,Automation QA,24,male,Высшее,Other вуз,False,выше среднего,свыше 1000 человек,Аутстаффинговая,Adtech
2151,Kyiv,3500,-1200,QA Tech Lead,8.0,6.0,,Performance QA,29,male,Высшее,,False,выше среднего,до 50 человек,Аутстаффинговая,"Logistics, Mobile"
2152,Kyiv,3500,350,Team/Technical Lead,8.0,5.0,Other,,29,female,Высшее,ЧГУ им. Петра Могилы,False,выше среднего,до 1000 человек,Продуктовая,Gambling
2153,Lviv,3500,400,DevOps,6.0,2.0,,,34,male,Высшее,ЗНТУ,False,выше среднего,свыше 1000 человек,Аутсорсинговая,"Data Science, Fintech"
2155,Kyiv,3500,1500,QA Tech Lead,5.0,1.0,,General QA,36,male,Два высших,Other вуз,False,средний,до 50 человек,Продуктовая,Media
2159,Kharkiv,3500,0,Senior Project manager / Program Manager,4.0,4.0,,,29,female,Высшее,Other вуз,False,выше среднего,до 200 человек,Аутстаффинговая,Інша
2160,Kyiv,3500,1100,Senior Software Engineer,3.0,0.5,Kotlin,,22,male,Еще студент,НТУУ «КПИ»,True,выше среднего,до 200 человек,Продуктовая,Інша
2161,Kyiv,3500,500,Software Engineer,6.0,0.5,Other,,27,female,Высшее,НТУУ «КПИ»,False,продвинутый,до 1000 человек,Аутсорсинговая,Інша
2163,Kyiv,3500,300,Senior Software Engineer,5.0,3.0,Java,,24,male,Высшее,НТУУ «КПИ»,False,выше среднего,до 1000 человек,Аутсорсинговая,High Load Systems
2164,Kharkiv,3500,150,Senior Project manager / Program Manager,10.0,10.0,,,30,female,Высшее,НТУ «ХПИ»,False,продвинутый,свыше 1000 человек,Аутсорсинговая,Insurance
2165,Kyiv,3500,750,QA Tech Lead,5.0,2.0,,Automation QA,34,male,Высшее,Other вуз,False,продвинутый,свыше 1000 человек,Аутсорсинговая,Adtech
2166,Kyiv,3500,800,Software Engineer,3.0,0.5,JavaScript,,26,male,Высшее,НТУУ «КПИ»,False,выше среднего,до 10 человек,Продуктовая,Legal
2167,Kyiv,3500,1900,Project manager,3.0,0.5,,,23,male,Незаконченное высшее,КНУ им. Шевченко,False,выше среднего,свыше 1000 человек,Продуктовая,Internet of Things
2169,Kyiv,3500,350,Senior QA engineer,6.0,0.5,,Automation QA,28,male,Высшее,НТУУ «КПИ»,False,выше среднего,до 1000 человек,Продуктовая,Adtech
2170,Kyiv,3500,700,Senior Software Engineer,0.0,2.0,Swift,,21,male,Незаконченное высшее,КНУ им. Шевченко,False,продвинутый,до 50 человек,Аутсорсинговая,Інша
2171,Kyiv,3500,500,Senior QA engineer,4.0,2.0,,Automation QA,35,male,Высшее,КНУ им. Шевченко,False,выше среднего,до 1000 человек,Продуктовая,Gambling
2172,Kyiv,3500,300,Senior Software Engineer,10.0,1.0,Java,,41,male,Высшее,ДонНТУ,False,выше среднего,до 1000 человек,Продуктовая,"Big Data, High Load Systems"
2176,Kharkiv,3500,1200,DevOps,5.0,0.5,,,28,male,Высшее,ГУТ,False,средний,свыше 1000 человек,Аутсорсинговая,"High Load Systems, Telecom"
2177,Kyiv,3500,1000,Business analyst,10.0,0.5,,,37,female,Высшее,ВНТУ,False,выше среднего,свыше 1000 человек,Аутсорсинговая,E-commerce
2180,Kharkiv,3500,500,Business analyst,10.0,0.5,,,35,female,Высшее,Other вуз,False,продвинутый,до 200 человек,Аутсорсинговая,"Edtech, Medtech"
2181,Dnipro,3500,200,Software Engineer,10.0,10.0,Java,,44,male,Высшее,ДНУ им. Гончара,False,средний,до 50 человек,Продуктовая,"High Load Systems, Інша"
2182,Kyiv,3500,200,Software Engineer,4.0,2.0,Java,,29,male,Высшее,НТУУ «КПИ»,False,средний,до 200 человек,Аутсорсинговая,Інша
2183,Kyiv,3500,0,Business analyst,9.0,4.0,,,33,female,Два высших,НТУУ «КПИ»,False,выше среднего,свыше 1000 человек,Аутсорсинговая,Cloud Computing
2185,Kyiv,3500,500,Senior Project manager / Program Manager,5.0,2.0,,,25,male,Высшее,НАУ,False,продвинутый,до 200 человек,Аутсорсинговая,"Edtech, Gambling, Logistics"
2190,Kyiv,3500,1000,Software Engineer,4.0,0.5,Python,,25,male,Высшее,НТУУ «КПИ»,False,выше среднего,до 10 человек,Стартап,Internet of Things
2194,Kharkiv,3500,500,System Architect,6.0,6.0,C#/.NET,,24,female,Высшее,ХАИ,False,выше среднего,до 1000 человек,Аутсорсинговая,GameDev
2195,Kyiv,3500,0,QA Tech Lead,9.0,8.0,,General QA,30,male,Два высших,НАУ,False,выше среднего,свыше 1000 человек,Аутсорсинговая,Embedded
2196,Kyiv,3500,1000,Senior QA engineer,3.0,0.25,,Automation QA,27,male,Незаконченное высшее,ДНУЖТ,False,выше среднего,до 10 человек,Продуктовая,Fintech
2199,Kyiv,3500,1000,Product Owner,5.0,0.0,,,30,female,Высшее,ДонНТУ,False,продвинутый,до 50 человек,Продуктовая,"Data Science, Machine Learning, Security"
2200,Kyiv,3500,-623,Senior Software Engineer,10.0,2.0,Java,,28,male,Среднее,,False,средний,до 1000 человек,Продуктовая,Інша
2201,Kyiv,3500,500,Project manager,6.0,2.0,,,32,male,Два высших,КНУСА,False,выше среднего,до 50 человек,Аутсорсинговая,"E-commerce, Medtech, Mobile"
2202,Kyiv,3500,500,Senior Software Engineer,10.0,1.0,SQL,,58,male,Высшее,Other вуз,False,ниже среднего,до 50 человек,Продуктовая,Інша
2203,Kyiv,3500,600,Project manager,8.0,3.0,,,30,male,Высшее,КНЭУ,False,выше среднего,свыше 1000 человек,Продуктовая,GameDev
2204,Kyiv,3500,-200,Software Engineer,7.0,2.0,Golang,,28,male,Незаконченное высшее,ХНУ им. Каразина,False,выше среднего,свыше 1000 человек,Аутстаффинговая,"Media, Medtech"
2205,Kyiv,3500,900,Team/Technical Lead,4.0,3.0,Python,,32,male,Высшее,ДонНТУ,False,средний,до 50 человек,Продуктовая,Fintech
2207,Kyiv,3500,800,Senior Software Engineer,10.0,0.0,PHP,,38,male,Высшее,НУК,False,продвинутый,свыше 1000 человек,Аутстаффинговая,Fintech
2208,Kyiv,3500,0,Product Owner,6.0,6.0,,,30,male,Высшее,КНУ им. Шевченко,False,ниже среднего,до 50 человек,Продуктовая,Edtech
2209,Kyiv,3500,1700,Product Owner,6.0,1.0,,,28,male,Высшее,НТУУ «КПИ»,False,выше среднего,свыше 1000 человек,Аутсорсинговая,Fintech
2210,Kyiv,3500,700,DBA,4.0,2.0,,,29,male,Высшее,КНУ им. Шевченко,False,средний,до 200 человек,Аутсорсинговая,Automotive
2211,Kyiv,3500,700,Senior Software Engineer,6.0,0.5,PHP,,25,male,Высшее,КНЭУ,False,выше среднего,до 200 человек,Продуктовая,"Cloud Computing, Edtech, Media"
2212,Kyiv,3500,500,Senior Software Engineer,10.0,0.0,Scala,,33,male,Высшее,НТУУ «КПИ»,False,выше среднего,свыше 1000 человек,Продуктовая,Fintech
2213,Kyiv,3500,550,Senior Software Engineer,9.0,0.0,C#/.NET,,32,male,Высшее,НТУУ «КПИ»,False,выше среднего,до 200 человек,Аутстаффинговая,ERP
2214,Kharkiv,3500,900,Senior Software Engineer,7.0,2.0,C#/.NET,,28,female,Высшее,НТУ «ХПИ»,False,выше среднего,свыше 1000 человек,Аутсорсинговая,Mobile
2215,Kyiv,3500,1000,Software Engineer,10.0,10.0,1С,,33,male,Высшее,НУПТ,False,элементарный,до 1000 человек,Другая,ERP
2216,Kyiv,3500,1500,Senior Software Engineer,3.0,0.0,Kotlin,,23,male,Высшее,НТУУ «КПИ»,False,средний,до 200 человек,Продуктовая,"E-commerce, Fintech, Mobile"
2217,Kyiv,3500,0,Senior Software Engineer,6.0,1.0,C++,,28,male,Высшее,ДНУ им. Гончара,False,выше среднего,до 1000 человек,Аутсорсинговая,Media
2218,Kyiv,3500,0,Team/Technical Lead,9.0,6.0,Java,,32,male,Два высших,НУК,False,выше среднего,до 200 человек,Аутстаффинговая,Big Data
2219,Kyiv,3500,1000,QA Tech Lead,9.0,0.0,,Automation QA,31,male,Высшее,Lvivская Политехника,False,средний,до 10 человек,Продуктовая,E-commerce
2221,Kyiv,3500,1500,BI Engineer,5.0,2.0,,,35,male,Высшее,НТУУ «КПИ»,False,выше среднего,до 200 человек,Аутсорсинговая,"Fintech, Інша"
2223,Kyiv,3500,150,Team/Technical Lead,6.0,6.0,Other,,28,male,Высшее,НТУУ «КПИ»,False,выше среднего,до 1000 человек,Продуктовая,Telecom
2224,Kyiv,3500,0,Senior Software Engineer,6.0,1.0,Swift,,27,male,Высшее,ХАИ,False,продвинутый,до 50 человек,Продуктовая,Uberfication
2227,Kyiv,3500,0,Product Owner,6.0,1.0,,,31,female,Высшее,Other вуз,False,выше среднего,до 1000 человек,Продуктовая,Gambling
2228,Kyiv,3500,500,Software Engineer,8.0,0.5,PHP,,31,male,Незаконченное высшее,Other вуз,False,выше среднего,до 200 человек,Продуктовая,E-commerce
2229,Kyiv,3500,500,Product Owner,7.0,5.0,,,35,male,Высшее,ОНАС,False,выше среднего,до 1000 человек,Продуктовая,Інша
2230,Kyiv,3500,700,Senior Software Engineer,6.0,3.0,C#/.NET,,28,male,Высшее,НТУУ «КПИ»,False,выше среднего,до 1000 человек,Продуктовая,Media
2231,Kyiv,3500,1000,Data Analyst,3.0,0.5,,,28,male,Высшее,КНУ им. Шевченко,False,продвинутый,до 50 человек,Продуктовая,"GameDev, Mobile"
2233,Kyiv,3500,0,Senior QA engineer,8.0,1.0,,Automation QA,30,male,Высшее,НТУУ «КПИ»,False,выше среднего,свыше 1000 человек,Аутсорсинговая,"Logistics, Robotics"
